zinc_id,smiles
ZINC000001532680,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O
ZINC000001847459,Oc1ccc(C(F)(F)F)cc1
ZINC000002383046,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
ZINC000002566542,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1
ZINC000002572820,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314
ZINC000242649151,C[N@+]1([O-])CCC[C@H]1c1cccnc1
ZINC000008731883,O=C(O)C[S@@](=O)C(c1ccccc1)c1ccccc1
ZINC000009293928,CCCCNCC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
ZINC000009575047,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
ZINC000256109534,C[C@H]1O[C@@H](O[C@@H]2[C@H](O)C[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]5[C@H]4C[C@@H](O)[C@]4(C)[C@H](C6=CC(=O)OC6)CC[C@]54O)C3)O[C@@H]2C)C[C@H](O)[C@@H]1O
ZINC000013319947,C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O
ZINC000013514109,Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
ZINC000013526798,O=c1nc(O)c(F)cn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
ZINC000013547277,OC1=Nc2c(ccc(NC3=NCCN3)c2Br)NC1
ZINC000013827856,O=[S@](c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl
ZINC000261494551,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@H]1[C@H]2CC[C@@]2(C)C(c3ccc[n+]([O-])c3)=CC[C@H]12
ZINC000261494565,COc1c(C)c2c(c(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)c1C/C=C(/C)CCC(=O)O)C(=O)OC2
ZINC000261494574,CC(=O)N[C@@H]1CC[C@@H]2Nc3ccc(C(N)=O)cc3[C@H]2C1
ZINC000261494578,COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000261494583,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@@H]3[C@H]1C5
ZINC000261494594,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@@H](O)CC[C@H]3[C@@H]1C5
ZINC000261494598,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@H](O)CC[C@@H]3[C@H]1C5
ZINC000261494626,CC[C@H](c1ccccc1)[C@@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1
ZINC000261494634,Cc1cn([C@@H]2C[C@H](N)[C@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@@H](O)[C@@H]3O)O2)c(=O)nc1O
ZINC000261494641,COC[C@@H](NC(=O)O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O)C(=O)NCc1ccccc1
ZINC000261494654,Cc1ccnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2[C@H]1C[C@H]1O
ZINC000261494666,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@@H]1C5
ZINC000248065211,C[N@+]1([O-])CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
ZINC000005424275,CCCS(=O)(=O)c1ccc2[nH]/c(=N\C(=O)OC)[nH]c2c1
ZINC000005513518,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@@H](O)C(C)=C[C@H]21
ZINC000005517457,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21
ZINC000005760468,COC[C@H](O)c1ccc(OC[C@@H](O)CNC(C)C)cc1
ZINC000005762010,CC1(C)OC(=O)NC1=O
ZINC000005924265,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O
ZINC000006010196,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@@]3(O)[C@H]1C5
ZINC000006067668,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H]([C@@H]3COC(=O)C3)CC[C@]12O
ZINC000006068249,C[N+]1([O-])CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
ZINC000006071742,Cc1cccc(CO)c1OC[C@H](C)N
ZINC000006093465,O=C(O[C@H]1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1CCNCC1
ZINC000006117159,NCCCC12CCC(c3ccccc31)c1ccccc12
ZINC000006117444,N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
ZINC000008144601,Cc1[nH]cnc1CSCCNc1ncc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1
ZINC000008602956,Nc1cc(=O)[nH]c(N)n1
ZINC000253612045,CC(=O)NCCc1c[nH]c2ccc(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc12
ZINC000221408371,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5
ZINC000090711812,C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@@H]1CC[C@H]2O
ZINC000095618676,COc1ccc2[nH]c3c(c2c1)CCN3C(C)=O
ZINC000095618751,CC[C@H](c1ccccc1)c1c(O)c2cccc(O)c2oc1=O
ZINC000001531006,O=C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000230122970,O=C1[C@@H]2[C@@H](C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c3nsc4ccccc34)CC1)[C@H]1CC[C@H]2C1O
ZINC000006090979,O=C(O)c1cn([C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
ZINC000038602050,CO[C@]12C[C@@H](CO)CN(C)[C@H]1Cc1c[nH]c3cccc2c13
ZINC000004213449,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004214983,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
ZINC000004228267,CN1c2c(nc(N)[nH]c2=O)NC[C@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1
ZINC000005167248,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000005197198,CC(=O)Nc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000005509740,CCCC(CCC)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000005839426,CCC[C@H](C(=O)O)[C@@H](O)CC
ZINC000005842751,CCC[C@@H](C(=O)O)[C@@H](O)CC
ZINC000005923859,CC[C@@]1(c2ccc(O)cc2)NC(=O)N(C)C1=O
ZINC000005934432,O=C(O)[C@H](c1ccccc1)[C@H]1CCCCN1
ZINC000006067779,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](OS(=O)(=O)O)CC[C@@]43C)[C@@H]1CCC2=O
ZINC000006534965,O=C(O)CNC(=O)c1cccc(O)c1
ZINC000253611308,C[C@@H](O)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@@H](O[C@H]5O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@]21C
ZINC000256079354,C[C@]12CC[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]34C[C@H](O[C@@H]4O)[C@H]12
ZINC000257384245,COc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@H]4[C@@H](C2)[N@+](C)([O-])CC[C@]314
ZINC000012494987,CN1C(=O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]1c1cccnc1
ZINC000018185774,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ZINC000003869685,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ZINC000004654887,NCCc1ccc(OS(=O)(=O)O)c(O)c1
ZINC000004685854,Cn1c(=O)[nH]c(=O)c2[nH]cnc21
ZINC000004805034,CN1[C@H]2CC[C@@H]1[C@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
ZINC000005116154,COc1ccc2nc([S@@](=O)Cc3ncc(CO)c(OC)c3C)[nH]c2c1
ZINC000005140706,CN(CCC[C@H](O)c1cccnc1)N=O
ZINC000005419315,C[N+]1=CCC[C@@H]1c1cccnc1
ZINC000005760151,CC(C)Cc1ccc([C@@H](C)C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000005838789,CCC[C@@H](CCCO)C(=O)O
ZINC000005920286,C[C@@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@@H]3[C@@H]1CC[C@H]2O
ZINC000005934232,O=C(O)[C@@H](c1ccccc1)[C@H]1CCCCN1
ZINC000006095839,O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
ZINC000008217411,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000008383206,O=C(O)CCc1ccc(O)cc1
ZINC000253611311,C[C@@H](O)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@@H](O[C@H]5O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@@]21C
ZINC000256079356,C[C@]12CC[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]34C[C@H](O[C@H]4O)[C@H]12
ZINC000012496781,C[C@]12CC[C@@H]3c4ccc(O[C@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
ZINC000257384247,COc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@@H]4[C@@H](C2)[N@+](C)([O-])CC[C@]314
ZINC000016051982,Nc1ccn([C@@H]2O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)C2(F)F)c(=O)n1
ZINC000019890801,C[C@@H](Cc1ccccc1)NCc1ccccc1Cl
ZINC000021981252,c1ccc2c(c1)Cc1cccnc1N1CCNC[C@@H]21
ZINC000261494696,C[C@]12CC[C@H](S(=O)(=O)O)C[C@@H]1[C@@H]1C[C@@H]1[C@@H]1[C@@H]2CC[C@@]2(C)[C@@H]1[C@@H]1C[C@@H]1[C@]21CCC(=O)O1
ZINC000013515299,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000013515300,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000014089740,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5
ZINC000261494618,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@@H](O)CO)[C@]3(C)CC(=O)[C@H]12
ZINC000261494645,O=[S@]1C=CC2=C1CCN(Cc1ccccc1Cl)C2
ZINC000021981235,Cc1c(OCC(F)(F)F)ccnc1CS(=O)(=O)c1nc2ccccc2[nH]1
ZINC000261494675,COc1cccc2c1[C@H](O)c1c(O)c3c(c(O)c1[C@@H]2O)C[C@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ZINC000261494679,C[N+]1([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
ZINC000261494692,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ncccc1O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000021981190,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc13
ZINC000261494709,C[C@]12CC[C@@H]3c4cc(O)c(OS(=O)(=O)O)cc4CC[C@H]3[C@H]1CCC2=O
ZINC000022055131,CN1C(=O)CC[C@@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)c1
ZINC000095617638,CN1CCN(Cc2ccc(C(=O)NC3=C[C@@H](Nc4nccc(-c5cccnc5)n4)[C@H](CO)C=C3)cc2)CC1
ZINC000095617654,C[C@H](c1cc2ccc(O)cc2s1)N(O)C(N)=O
ZINC000095617658,CN[C@@]1(c2ccccc2Cl)CC[C@H](O)CC1=O
ZINC000095617666,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1
ZINC000095908875,CN1C(=O)[C@H](O)C[C@H]1c1cccnc1
ZINC000000154564,O=C(O)CCc1ccccc1
ZINC000004096986,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(=O)O
ZINC000027644806,O=C(O)CCC/C=C\C[C@@H]1[C@@H](O)C[C@@H](O)[C@H]1/C=C/C(F)(F)COc1ccccc1
ZINC000031291853,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O
ZINC000031705512,C[C@]12CC[C@H]3c4cc(O)c(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
ZINC000036177510,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1ccccc1)[C@H]2C(=O)O
ZINC000040165220,C[C@]12CC[C@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@@H]3[C@@H]1C[C@@H](O)[C@@H]2O
ZINC000040165258,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@@H]5O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@H]5O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
ZINC000000002137,CC1(O)CCC(C(C)(C)O)CC1
ZINC000000057731,COc1c2ccoc2cc2oc(=O)ccc12
ZINC000000119983,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
ZINC000000896098,c1ccc2cnccc2c1
ZINC000001481993,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
ZINC000001492251,OC[C@@H]1NC[C@H](O)[C@H]1O
ZINC000001530348,O=C(O)CCCCC(=O)O
ZINC000001542933,Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O
ZINC000100051684,CC1=C[C@@H](O)CC(C)(C)[C@@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
ZINC000100053097,CN[C@H]1C[C@H](N)[C@@H](O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]3O[C@]4(O[C@@H]([C@@H](N)CO)[C@@H](O)[C@@H](O)[C@@H]4O)O[C@@H]23)[C@@H]1O
ZINC000001591814,c1ccc2occc2c1
ZINC000001653612,CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@H]1CC2
ZINC000003794714,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003995890,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000004284471,Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2
ZINC000005356858,CC(C)(CO)[C@H](O)C(=O)NCCC(=O)O
ZINC000011616760,Cc1c(O)cc2c(c1C)O[C@@](C)(CCC[C@@H](C)CCC[C@H](C)CCCC(C)C)CC2
ZINC000000621828,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC
ZINC000002034481,Cn1c(=O)nc(O)c2[nH]c(=O)[nH]c21
ZINC000002509772,C[C@H](NC(C)(C)CO)C(=O)c1cccc(Cl)c1
ZINC000002572599,O=C(O)[C@@H](c1ccccc1)[C@@H]1CCCCN1
ZINC000022061252,O=C1NC(=O)[C@H](N2C(=O)c3ccccc3C2=O)C[C@H]1O
ZINC000030731319,CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
ZINC000031460590,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000033903112,NCCc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
ZINC000040165209,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](OC(=O)[C@H]5O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]5O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
ZINC000040165229,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@H]5O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
ZINC000040165249,C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43C)[C@@H]1CCC2=O
ZINC000040165266,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43C)[C@@H]1CCC2=O
ZINC000000006787,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
ZINC000000105246,O=C(O)c1cccc(C(=O)O)n1
ZINC000000160790,Cc1ncsc1CCO
ZINC000001081286,Cc1ccc2ccccc2n1
ZINC000001492232,OC[C@H]1NC[C@H](O)[C@@H]1O
ZINC000001532843,C[C@H](N)C(=O)CCCCCC(=O)O
ZINC000001562166,Cc1cc(OS(=O)(=O)O)c2ccccc2c1OS(=O)(=O)O
ZINC000100053090,CN[C@H]1C[C@@H](N)[C@@H](O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]3O[C@]4(O[C@@H]([C@@H](N)CO)[C@@H](O)[C@@H](O)[C@@H]4O)O[C@@H]23)[C@@H]1O
ZINC000100053150,O[C@H]1[C@H](O)[C@H](O)[C@H]2CC[C@@]1(O)N2
ZINC000001622034,C[C@@H]1OC(Cc2ccccc2)O[C@H]1C
ZINC000001856991,O[C@H]1[C@@H]2CC[C@@](O)(N2)[C@@H](O)[C@@H]1O
ZINC000002585429,OC[C@@H]1NC[C@@H](O)[C@@H]1O
ZINC000003870472,OC[C@@H]1NC[C@H](O)[C@@H]1O
ZINC000004095761,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ZINC000008221225,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
ZINC000095618857,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ncccc1O
ZINC000095618863,O=C1CC2(CC[C@@H](O)C2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
ZINC000095618867,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCNO[C@@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1)c1ccccc1
ZINC000095618874,CNCC[C@H](Oc1cccc2c(OS(=O)(=O)O)c(OC)ccc12)c1ccco1
ZINC000095618878,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc2)cc1
ZINC000100004249,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
ZINC000095618761,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H]2C=C(C)C[C@H]1O
ZINC000095618886,C[N+](C)(CC/C=C1\c2ccccc2COc2ccccc21)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095618896,CC(=O)N[C@@H]1CC[C@H]2Nc3c(O)cc(C(N)=O)cc3[C@@H]2C1
ZINC000095618904,C/C(=C\C(=O)O)C[C@@H]1CC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@@H](C)O)[C@@H](O)[C@H]1O
ZINC000095618912,C[C@@H]1CN(C(=O)O[C@H]2O[C@@H](C(=O)O)[C@H](C)[C@@H](C)[C@@H]2C)CCc2ccc(Cl)cc21
ZINC000095618922,O=C(O)[C@H]1O[C@@H](ONCC[C@H](Oc2ccc(C(F)(F)F)cc2)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000095618753,C[C@@H](c1ncncc1F)[C@@](O)(c1ccc(F)cc1F)[C@@H](O)n1cncn1
ZINC000095618769,COc1ccc2cc([C@H](C)C(=O)O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1
ZINC000095618786,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12
ZINC000095618802,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H]([C@H](C)O)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
ZINC000095618884,COc1c(O)cc2[nH]cc(CCNC(C)=O)c2c1O
ZINC000095618894,CN[C@@H]1CC[C@@H]2Nc3c(O)cc(C(N)=O)cc3[C@@H]2C1
ZINC000095618902,C[C@H]1CN(S(=O)(=O)O)CCc2ccc(Cl)cc21
ZINC000095618910,CC(=O)N[C@@H]1CC[C@@H]2Nc3ccc(C(N)=O)cc3[C@@H]2C1
ZINC000095618920,O=C(O)[C@H]1O[C@H](ONCC[C@H](Oc2ccc(C(F)(F)F)cc2)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000100002769,C[C@]12CC3(N)CC(O)(C1)C[C@](C)(C3)C2
ZINC000000000487,CN[C@@H](C)Cc1ccccc1OC
ZINC000000001233,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1
ZINC000095618759,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1[C@@H](O)CC(C)=C[C@@H]21
ZINC000095618861,O=C1CC2(CCCC2)CC(=O)N1CCCC[N+]1([O-])CCN(c2ncccn2)CC1
ZINC000095618865,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
ZINC000095618880,C[C@@H](CO[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
ZINC000095618890,COC[C@@H](NCC(=O)O)C(=O)NCc1ccc(O)cc1
ZINC000095618898,CC(=O)N[C@@H]1CC[C@@H]2Nc3c(O)cc(C(N)=O)cc3[C@@H]2C1
ZINC000095618906,C/C(=C\C(=O)O)C[C@@H]1CC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
ZINC000095618914,C[C@@H]1[C@@H](OC(=O)N2CCc3ccc(Cl)cc3[C@@H](C)C2)O[C@@H](C(=O)O)[C@H](C)[C@H]1C
ZINC000095619112,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@H]4[C@@H](C2)NCC[C@@]341
ZINC000000000315,C[C@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
ZINC000000000646,C[C@H](C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
ZINC000095618755,CN1CCN(C2=Nc3cc(Cl)ccc3N([C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)c3ccccc32)CC1
ZINC000095618763,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1[C@H](O)CC(C)=C[C@@H]21
ZINC000000164358,CC(=O)Nc1ccc(O)c(C(=O)O)c1
ZINC000000507461,CCC[C@@H](CC(C)=O)C(=O)O
ZINC000000001885,Oc1ccc(Cl)cc1
ZINC000008552018,C[C@@H]1C(=O)O[C@H]2C[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@@]34[C@H](C(C)(C)C)[C@H]5O)[C@]21O
ZINC000251257402,CC[C@@H]1[C@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O
ZINC000253916263,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
ZINC000021983537,C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
ZINC000000156530,O=C(O)Cc1ccccn1
ZINC000000403054,CN[C@@H](C)C(=O)c1ccccc1
ZINC000000538582,CC(C)(C)NC[C@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1
ZINC000095618789,CO[C@@]12C[C@@H](CO)CN(C)[C@H]1Cc1c[nH]c3cccc2c13
ZINC000095618801,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H]([C@@H](C)O)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
