smiles,Is Drug
C#CCN(CC)C1C2CCC(O)C1C(=O)NC2,0
CC1C2=C3CN=CN3CC3CCOC1C23,0
C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1
C#CCn1c(C(C)N)cnc1N(C=N)C(C)C,0
Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1,1
C[C@@H](N[C@H]1CCCSC1)c1ccc([N+](=O)[O-])cc1,0
CN1c2ccccc2N(Cc2ccccc2Cl)S1(=O)=O,0
Cc1nsc(N2CCN([C@H](C)c3ccc(F)cc3F)CC2)n1,0
C#CC1C=CC(CCC=O)C=C(CC)CN1,0
CCC(CCC12CC(O)C(=NO)C(C1)O2)=NO,0
CCCn1ccnc1SCc1cc(=O)oc2cc(O)ccc12,0
CCCC1C(C(O)C=O)CC2CCCCN21,0
COc1cc(N[C@H]2CC[C@H](SC)C2)ccc1[N+](=O)[O-],0
CC(C)CCCC1(C)CCN=C(CC=O)NC1,0
CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,1
C/C=C1\N(C)[C@@H](C)CC1(c1ccccc1)c1ccccc1,1
CC(C)n1cc(C(=O)OCc2nc3ccc(F)cc3o2)cn1,0
CCOC(=N)NC(=N)c1nc(=N)sc(N)c1F,0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1
NCCc1c[nH]cn1,1
O=C(O)CCCN1CCC(O[C@H](c2ccc(Cl)cc2)c2ccccn2)CC1,1
C[C@]1(O)CNCCc2ccc(Cl)cc21,1
CC1(CN)C2CC(c3c(O)ncc(F)c32)C1O,0
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,1
CC(=O)[O-].CC(=O)[O-].[Zn+2],1
Cc1cccc(C)c1NC(=O)C1CCCCN1C,1
CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1
O=C1Nc2c(C(=O)O)ccnc2N(C2CC2)c2ncccc21,1
CN1C=C2CNC34CCC(=O)C35N=C1N2C45,0
FCC(F)(F)F,1
CC1CC(C)C2(C1)OCCOc1c(O)coc12,0
Cc1cc([C@@H](C)NC(=O)c2csc([N+](=O)[O-])c2)c(C)o1,0
CC1=C(/C=C\C(C)=C/C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,1
CCC(O)C1Oc2cncn2CC(N)C1(C)C,0
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1
CC1(N)C2COC(OCC2N)C1CCCCO,0
CCn1cnc(O)ncc(CN)c(O)c1CN,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@H](N)C(=O)O)[C@H]2SC1,1
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1
CCC(C)(O)C(OC)C(N)c1ncnc(=O)s1,0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](/N=C(/O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]21)C3(C)C,1
Fc1ccc([C@H]2CN(Cc3nnc(-c4ccco4)o3)CCO2)cc1F,0
O=C(O)C(O)c1ccccc1,1
CCN(CC)CCOC(=O)[C@H](Cc1cccc2ccccc12)C[C@@H]1CCCO1,1
CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2,1
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,1
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1
Nc1nc2cc(Cl)ccc2o1,1
CC1(C)CO[C@@H](CC(=O)O)CN1,1
N[C@H]1CCCC[C@@H]1N,1
CC[C@@]1(C)CC(=O)NC1=O,1
CCC12CC=C3CNC3C=C(C(C)C1)C2O,0
CC1CC2CC1CCC1(C)C3CC(C)C(O3)C21,0
CC(O)C1(N)C(N)CC23NC2C(C)(C)OC31,0
CCC1(C)C(=N)OC2CC(O)CC(C2)CC1O,0
CC(C)(C)c1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1
O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+],1
COCc1ccccc1C(=O)N1CCC[C@H](CN2CCC(C)CC2)C1,0
CCC1(N)C2(COC=O)CC(CO2)C1(N)CN,0
CN1C2C=C3CCC(=O)CC3N(C)S(=O)(=O)C21,0
C#CC1(O)C(C(N)=O)CC2(O)CNCC(C)C21,0
CNC[C@@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1
O[C@@H]1CCOC[C@@H]1[C@H]1CCCN1Cc1cc(Cl)cc2cccnc12,0
O=C(O)Cc1cc(Br)cc(Cl)c1F,0
CC(C)N(C(=O)c1ccc(O)c([N+](=O)[O-])c1)C1CCCC1,0
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1
CC12CNCCC(=N)NC(C1)C(C=O)OC=N2,0
CC(C)[C@@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,1
CC12NC1C(C#N)CC1C2=CCS1(=O)=O,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,1
CON(C(=O)c1cncc(C(=O)O)c1C)[C@@H](C)c1ccccc1C,0
Cc1coc(=O)nc1N1CCc2cc[nH]c2C1,0
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1
Cc1ncccc1NC(=O)[C@H](C)N[C@H](C)c1ccc(C(F)F)nc1,0
NC1=N[C@H](O)[C@H]2[C@H]3O[C@@]4(O)O[C@@H]([C@@H](O)[C@]2(N1)[C@@H]4O)[C@]3(O)CO,1
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1
CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,1
CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
CCS(=O)(=O)CCCOc1ccc(Cl)c2c1C(=O)C[C@H]2C,0
CC1OCCC2OCC3OC(=O)C(CCN)C123,0
NS(=O)(=O)c1cc2c(cc1Cl)N[C@H]([C@@H]1C[C@H]3C=C[C@H]1C3)NS2(=O)=O,1
C1=CC23NCC4C2CC4(C1)C31CN1,0
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)CC2,1
CN1CC1c1ncnc2scnc12,0
CC(=O)O[C@H](C)C[N+](C)(C)C,1
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1
Cc1ccc(CN2C[C@@H]3COC[C@]3(Cc3nnc(C4CC4)o3)C2)s1,0
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,1
CCc1cc(Cl)c(OC)c(C(=O)NC[C@H]2CCCN2CC)c1O,1
Oc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1
CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2cc(O)ccc2oc1=O,1
O=[N+]([O-])c1ccsc1N[C@@H]1[C@H]2Cc3ccccc3[C@H]21,0
COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,1
Cc1c(Cl)cncc1NC(=O)N[C@H]1c2ccccc2CC[C@H]1O,0
CC1NC(c2c[nH]c(=O)c3nc[nH]c23)C1N,0
COC(=O)C1CCC(NC(=O)N[C@H]2CCCc3sccc32)CC1,0
CCN(CC)c1ccc(NC(=O)c2c(C)nn(C)c2C)cc1,0
CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,1
COC1CCC(N[C@@H](C)Cc2ccccc2[N+](=O)[O-])CC1,0
Cc1cc2c([nH]c1=O)CCC(CO)C(N)CN2,0
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,1
CC1=CC(C)C2=CC3C(CC12)NC1CC13,0
CC(C)c1nc(N(C)C)nc(N2C[C@H](C)[C@@H]2c2ccccc2)n1,0
C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@@H]3[C@H]1CC[C@H]2O,1
CCC12OCC(OCC13OCC3N)C(=N)O2,0
CC12C3=C(CNCC3O)C(O)C1(N)C2N,0
C#Cc1nc(C)cccccc(=NCC)n1C,0
CN1CCC2=CCC(=NCC3(CN3)C1=N)N2,0
CC(N)C(O)C(C)COC1=NCC(C(C)O)C1,0
C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](C)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,1
CCCNc1cc2c3n1CCC3C(CCO)O2,0
CCCCNC(=N)NC(=N)N,1
CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,1
CC[C@H](C)NC(=O)N[C@]1(C(F)(F)F)Oc2ccc(Cl)cc2O1,0
O=C1c2c(O)cccc2Cc2cccc(O)c21,1
O=C1CN2CCO[C@]2(c2ccccc2Cl)c2cc(Cl)ccc2N1,1
O=[N+]([O-])c1cccc(Cl)c1N[C@@H]1CC12CCOCC2,0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CCOC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2CC[C@H]1N2C,1
O=[N+]([O-])c1ccsc1N1CCC[C@@H](N2CCCC2)CC1,0
C#CC(C#C)(C1OC=NC1CC)C1(O)CC1,0
CS(=O)(=O)Nc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4N)CC3)cc2c1,1
CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,1
CC(C)(C)Oc1ccc(-c2ccc([N+](=O)[O-])nc2)cn1,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C(C)(C)O)CC[C@@H]12,1
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,1
Cn1cc2c3c1N=CC(=N)C(=N)C=CC3=NC2,0
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,1
C[C@H](C(=O)Nc1cc(C(=O)O)ccc1F)c1ccccc1F,0
Cc1cn2c(n1)CC[C@@H](NC(=O)CCc1ccc(-c3ccccc3)[nH]1)C2,0
Cc1nn(C)c(C)c1[C@H]1CCCN1C(=O)[C@H]1Cc2ccccc2S1,0
O=C(Nc1ccc([N+](=O)[O-])cc1F)c1cccc(F)c1F,0
C#Cc1cc2sc(=N)cc(O)n(C)ccc2s1,0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1
CC12CC=CC(O)(C1)C(N)C(OC=O)CO2,0
C[C@H](C[N+](C)(C)C)OC(N)=O,1
CC(N)C12NCC(CC1C(C)(C)C)NS2(=O)=O,0
CCNC12CCC1(N)CN(C=O)C2C(=N)N,0
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,1
NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,1
CC(C)(C)c1c[nH]c(=NCc2cccc([N+](=O)[O-])c2)s1,0
NC(=O)NO,1
CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,1
C[C@H](CN(C)C)[C@](C)(O)Cc1ccc(Cl)cc1,1
CC(=O)C1C=CC2CC3(CNC3)NC1(C)C2,0
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,1
CO[C@]1(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H]([C@H](C)O)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,1
CC(=O)Nc1ccc(OCC(=O)N[C@H](C)c2ccc(F)cc2)cc1,0
Cc1ccccc1[C@@H](OCCN)c1ccccc1,1
C#CC1NCCC(=O)OC(=N)C(C)(C)C1C#N,0
Nc1ccn([C@H]2CS[C@@H](COP(=O)(O)O)O2)c(=O)n1,1
Cc1noc(CNc2cccc(Cl)c2C)c1[N+](=O)[O-],0
CC#CCCC(C)(O)S(=O)(=O)C1CNC1=N,0
Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,1
CC1(C)[C@H](O)CC[C@]2(C)[C@@H]1CC[C@]13CC[C@H](C[C@H]12)[C@](O)(CO)C3,0
CC[C@H](c1ccccc1)[C@@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,1
CC(=O)C1(C#N)CC2Nc3n[nH]cc3NC2=N1,0
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@H](O)c3cc(Cl)ccc32)c(C)c1,1
C#CC1(CC)COC2(C)CC(=O)CC2C(=N)O1,0
CCCCC[C@H](C)NC(=O)CCCC(=O)Nc1ccccn1,0
CN1C(C2OCC=CC2CN)CC2C(O)C21,0
C#CCC(C)C(NC(C)COC)C(C)CCC,0
C[C@@H]1O[C@H](O[C@@H]2[C@@H](O)C[C@@H](O[C@@H]3CC[C@@]4(C)[C@@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@@]54O)C3)O[C@@H]2C)C[C@@H](O)[C@@H]1O,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)cc[n+]1[O-],1
NC[C@@H](O)c1ccc(O)cc1,1
CC(NC=O)C(N)CC1C(=O)OCCOC1=O,0
CCC1CCC(C(N)=NC)C1c1ccc(C)o1,0
COc1cc2nc(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1
CC1COC(C)(CS(=O)(=O)c2cnn(C)n2)O1,0
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,1
CC(N=COC=O)C(C)(C)C#CCC=O,0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@H]1O,1
Cc1ccccc1-n1nc(C)c(CN(C)c2ncc(F)cn2)c1C,0
CC(=O)N[C@@H]1[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O,1
CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,1
C[C@@H](N(C)C(=O)NCc1ccc(CN(C)C)c(F)c1)C1(C)CC1,0
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,1
C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,1
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1
CC1NS(=O)(=O)COC2=NCCC1C(=N)N2,0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1
COc1ccc(/C=C2\N=C(c3cccs3)OC2=O)c(OC)c1OC,0
COC(=O)c1cccn1C1CCN(C(=O)c2cc(F)ccc2F)CC1,0
C#CC(=O)n1c(N)nc(C)c1C(O)C(=O)CO,0
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,1
Cc1ccc(F)c(OCC(=O)c2ccc([N+](=O)[O-])cc2)c1,0
CC(C)=CCCNC(=O)c1c[nH]c2cc([N+](=O)[O-])ccc12,0
CCCC[C@@H](CC)CC[C@@H](CC(C)C)OS(=O)(=O)O,1
Oc1ccc([C@H](O)CNCCCCCCNC[C@@H](O)c2ccc(O)c(O)c2)cc1O,1
CCCC[N@@+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1
CCCC[C@H](CC)CC[C@H](CC(C)C)OS(=O)(=O)O,1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1
CC1(OC(N)=O)CC(O)C12CC=CC(=NO)C2,0
N[C@@H]1C(=O)N(c2ccc(F)cc2)[C@H]1c1ccc(Br)s1,0
C#CC(C)OCc1nc(N=CN)c(Br)c(=N)o1,0
CCC1(C)C=CC2=NC3CC(CC)(C3)N21,0
CN1C(=O)CC[C@@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]2O)c1,1
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,1
C[C@@]12CC[C@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@@H]3[C@@H]1CC[C@H]2O,1
CCN1C(=N)C2(C#N)C(=O)NC(CC2O)C1=O,0
CC(=O)NC1=NC2C(NC1)C2(C)S(=O)(=O)O,0
Cc1ccc(NC(=N)NCc2cccc([N+](=O)[O-])c2C)cc1,0
CCCc1ccc(NCc2onc(C)c2[N+](=O)[O-])cc1,0
C/C=C(/C=C/C(=O)Nc1ccc(N)c([N+](=O)[O-])c1)CC,0
CC(C#N)CC(C=O)OC(=O)CS(=O)(=O)O,0
CC1OC2CCC(CCC#N)(OC1=N)C(=O)C2,0
CC1C(CO)NCCC1(CC#N)C(C#N)C#N,0
CCOC1(CNC=O)COC(=O)OC1(C)C,0
CCN1CCS(=O)(=O)C#CC=CC2CN=C1O2,0
COc1ccc2c3c1O[C@@H]1C(=O)CC[C@@H]4[C@H](C2)NCC[C@@]314,1
CCc1c(Br)cc(=O)[nH]c1C(=O)C(C)(O)C=O,0
NC(=O)OCC(O)COc1ccc(Cl)cc1,1
Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,1
COc1cc(OC)cc([C@H](NC(=O)OC(C)(C)C)c2nccn2C)c1,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,1
Cc1c(O)cnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2C1CC1,1
CCN1CS(=O)(=O)C(C)(C)C1C1C(O)CN1C,0
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,1
COc1ccc(CN(C)CC(=O)N[C@@H](C)c2cccs2)cc1,0
[N]=O,1
O=C([C@@H](NCCCc1ccc(F)cc1)[C@H](O)c1ccc(O)c(O)c1)N1CCCC1,1
CCNC(C)C1(O)COC=Nc2c1nsc2C,0
CN(C)c1nc2sc(C(=O)Nc3ccncc3)cc2s1,0
CCNC(=O)[C@H]1Cc2ccccc2N1C(=O)Nc1cccc(Cl)c1,0
CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,1
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1
C#CC12CCNC(C1)C(NCC)=NCCN2C,0
Cc1nc([C@@H]2CCCN(C(=O)[C@@H]3C[C@@H]3c3ccccc3F)C2)no1,0
CCOC1CCCC2(CCC(C=O)NC2)CC1,0
CC1N2C=NC(CO)C2C23N=CNC2C13N,0
CCOc1ccc([N+](=O)[O-])cc1NC(=O)C[C@H]1C=CCC1,0
O=C(O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,1
Oc1ccc2c(c1)Oc1ccc(Cl)cc1C(N1CCNCC1)=N2,1
FC(F)(F)C(F)(F)C(F)(F)F,1
C#CC1COC(=N)C(C#C)(C(C)CC)NC=N1,0
CC1C2CNC(=O)C(Cc3cnc[nH]3)(N2)C1O,0
CC12CC(C=CC(=O)C#CC3OC31)CO2,0
O[C@H]1[C@H](O)[C@H](O)[C@@]2(O)CC[C@H]1N2,1
CCC[C@@H](CCC(=O)O)C(=O)O,1
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,1
C[C@@H](NC(=O)Nc1cccc(C(=O)N(C)C)c1)c1ccc(F)cc1,0
CCCCC(C#N)(CCO)C(CC)C(C)C,0
CC1=CC2(C)CCC2=CC2CCC(C)C12,0
CC(C)(CO)C(=O)C1C2(O)CCNCC12O,0
CCN(CC)C(=O)[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1OC(C)=O,1
CC12CC(CO)N=C(C#N)OCC1CN2,0
CCC(O)c1cc(N)nn1C(C=O)CC(C)=O,0
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)O)NC(=O)CCC(=O)O)C(N)=O,1
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,1
CC12OC1C(=NO)C1COC2(c2nc[nH]n2)C1,0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1
CCCC1CC(C)(O)C2CC(CN2)C1(O)CN,0
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1
Cc1cc(=O)n(C)cc1NC(=O)N[C@H](C)c1cc2ccccc2o1,0
CCn1ncc2nc(C3NCC3C=O)oc21,0
CC(CC#N)NCC(O)C1(N)COC(C)(C)C1,0
C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1
CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C=C[C@H]3C2CC(=O)O1,1
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1
CC1(CO)CN=C(CC(O)CNC=O)OC1=O,0
C[C@@]12Cc3cn[nH]c3C[C@H]1CC[C@@H]1[C@H]2CC[C@]2(C)[C@H]1CC[C@]2(C)O,1
CC12CCNC1C(C)(OCC=O)CCN=CN2,0
O=[N+]([O-])c1cc(F)ccc1CN[C@H]1CCC[C@@H]2C[C@@H]21,0
Cc1ccc2c(n1)c(O)c1cc(N)c(O)cn12,0
CNC(=O)Oc1ccccc1OC(C)C,1
Cc1[nH]c(N)c2[nH]c3sc(=N)c(I)c(I)c3c12,0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1
Cn1ncnc1SC[C@@H]1Cc2ccccc2O[C@H]1C(F)(F)F,0
CC1OC(CN)OC12C1NC(=N)CC12N,0
C[C@@H]1C[C@H](OC(=O)[C@@H](O)c2ccccc2)CC(C)(C)C1,1
CCN(C)C1C2CCC1CC(OC(=O)CO)C2,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,1
CC(C)(CC(=O)Nc1cccc(Oc2ccncc2)c1)C(=O)O,0
CCC1NC(=N)NCc2c(C(F)(F)F)c[nH]c21,0
C[C@H](CCCCO)Nc1nc2ccccc2cc1[N+](=O)[O-],0
O=C(O)Cc1c[nH]c2ccccc12,1
CC(N=CN)c1cnc2cc(N)nc(=N)[nH]c1-2,0
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,1
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1
CC1C2OC1(C)C(CN)CC(=N)OC2=O,0
CC1CNC2CCCC2(C)C(C)C(CN)C1O,0
CC[N+]1(C)CCC[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,1
CCCCCCCCCCCCCCCC[n+]1ccccc1,1
CC1N=C(N)C2C(O)C(C(N)C#N)CC12O,0
CCc1cccnc2cc(=N)oc-2c[nH]c1C,0
Cc1nc(N[C@H](C2CCC2)C2CC2)ccc1[N+](=O)[O-],0
C[C@@H]1CCN(Cc2ccccc2)C[C@@H]1N(C)c1ncnc2cnccc12,0
N#N,1
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,1
Cc1cc([C@H]2CCCN2Cc2cccc([N+](=O)[O-])c2)on1,0
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,1
